1.8   -825.88608955
2.0   -825.91226924
2.2   -825.92814354
2.4   -825.93710281
2.6   -825.94179037
2.8   -825.94393476
3.0   -825.94464481
3.5   -825.94399654
4.0   -825.94282871
4.5   -825.94210471
5.0   -825.94187560

