    -785.19504499 Ry
    -785.67166841 Ry
    -785.71968832 Ry
    -785.74805318 Ry
    -785.77086958 Ry
    -785.80112682 Ry
    -785.84499626 Ry
    -785.87923012 Ry
    -785.89563474 Ry
    -785.91050004 Ry
    -785.93030956 Ry
    -785.95478831 Ry
    -785.97465073 Ry
    -785.98182212 Ry
    -785.98850834 Ry
    -785.99625571 Ry
    -786.00359721 Ry
    -786.00700863 Ry
    -786.00917908 Ry
    -786.01332173 Ry
    -786.01803399 Ry
    -786.02014461 Ry
    -786.02186270 Ry
    -786.02324019 Ry
    -786.02458084 Ry
    -786.02604190 Ry
    -786.03017975 Ry
    -786.03043027 Ry
    -786.03185198 Ry
    -786.03302319 Ry
    -786.03356092 Ry
    -786.03370419 Ry
    -786.03383708 Ry
    -786.03401457 Ry
    -786.03422387 Ry
    -786.03441705 Ry
    -786.03450402 Ry
    -786.03461854 Ry
    -786.03478662 Ry
    -786.03496247 Ry
    -786.03518238 Ry
    -786.03549202 Ry
    -786.03582477 Ry
    -786.03597702 Ry
    -786.03612383 Ry
    -786.03624365 Ry
    -786.03637855 Ry
    -786.03648010 Ry
    -786.03652160 Ry
    -786.03653043 Ry
