1.8    -757.31089452 Ry
2.0    -757.32318699 Ry
2.2    -757.32803910 Ry
2.4    -757.32956585 Ry
2.6    -757.32965886 Ry
2.8    -757.32915104 Ry
3.0    -757.32846047 Ry
3.5    -757.32690875 Ry
4.0    -757.32600842 Ry
4.5    -757.32566392 Ry
5.0    -757.32577769 Ry
