1.8   -757.29010864 Ry
2.0   -757.31146549 Ry
2.2   -757.32268503 Ry
2.4   -757.32817037 Ry
2.6   -757.33044030 Ry
2.8   -757.33096624 Ry
3.0   -757.33062156 Ry
3.5   -757.32870931 Ry
4.0   -757.32714894 Ry
4.5   -757.32631434 Ry
5.0   -757.32606038 Ry
