240    -349.99008863 Ry
320    -349.98976179 Ry
400    -349.98903854 Ry
480    -349.98906555 Ry
560    -349.98901113 Ry
640    -349.98899305 Ry
720    -349.98900791 Ry
800    -349.98899427 Ry
880    -349.98898687 Ry
960    -349.98899229 Ry
1040    -349.98898592 Ry
1120    -349.98898265 Ry
1200    -349.98898683 Ry
1280    -349.98898527 Ry
1360    -349.98898139 Ry
