2     -99.29819959 Ry
3     -99.34653003 Ry
4     -99.35107773 Ry
5     -99.35156890 Ry
6     -99.35164095 Ry
7     -99.35165375 Ry
8     -99.35165629 Ry
9     -99.35165621 Ry
10     -99.35165655 Ry
11     -99.35165684 Ry
12     -99.35165668 Ry
13     -99.35165662 Ry
14     -99.35165671 Ry
15     -99.35165648 Ry
16     -99.35165661 Ry
17     -99.35165669 Ry
