1.8    -825.92301235
2.0    -825.91558903
2.4    -825.92576145
2.6    -825.93387468
2.8    -825.93865448
3.0    -825.94127962
3.5    -825.94307025
4.0    -825.94262026
4.5    -825.94206655
5.0    -825.94186377

