-734.76105067 Ry
-735.30062225 Ry
-735.35608453 Ry
-735.37831105 Ry
-735.38479936 Ry
-735.38870964 Ry
-735.38979840 Ry
-735.39098008 Ry
-735.39179472 Ry
-735.39197355 Ry
-735.39205596 Ry
-735.39209156 Ry
-735.39210735 Ry
-735.39211926 Ry
-735.39213172 Ry
-735.39214625 Ry
-735.39216300 Ry
-735.39218824 Ry
-735.39222843 Ry
-735.39228948 Ry
-735.39228941 Ry
-735.39225398 Ry
-735.39230364 Ry
-735.39224566 Ry
-735.39230714 Ry
-735.39223124 Ry
-735.39312145 Ry
-735.39437292 Ry
-735.39571941 Ry
-735.39740035 Ry
-735.39955193 Ry
-735.40242538 Ry
-735.40597554 Ry
-735.41028717 Ry
-735.41965104 Ry
-735.43097622 Ry
-735.45006103 Ry
-735.48250315 Ry
-735.51247188 Ry
-735.51887946 Ry
-735.52806695 Ry
-735.53702410 Ry
-735.54029968 Ry
-735.54157735 Ry
-735.54277093 Ry
-735.54420201 Ry
-735.54597920 Ry
-735.54820707 Ry
-735.55062792 Ry
-735.55312295 Ry
-735.55529613 Ry
-735.55675596 Ry
-735.55883626 Ry
-735.56027021 Ry
-735.56210002 Ry
-735.56336956 Ry
-735.56460692 Ry
-735.56584109 Ry
-735.56730522 Ry
-735.56908929 Ry
-735.57147471 Ry
-735.57444991 Ry
-735.57682995 Ry
-735.57868960 Ry
-735.58047828 Ry
-735.58248106 Ry
-735.58423347 Ry
-735.58547886 Ry
-735.58641137 Ry
-735.58722238 Ry
-735.58824397 Ry
-735.58886755 Ry
-735.58942275 Ry
-735.59009925 Ry
-735.59095534 Ry
-735.59156525 Ry
-735.59209499 Ry
-735.59256946 Ry
-735.59308065 Ry
-735.59358764 Ry
-735.59412705 Ry
-735.59461499 Ry
-735.59486164 Ry
-735.59498937 Ry
-735.59509154 Ry
-735.59519346 Ry
-735.59528583 Ry
-735.59535411 Ry
-735.59541752 Ry
-735.59547031 Ry
-735.59550646 Ry
-735.59553454 Ry
-735.59555689 Ry
-735.59557121 Ry
