1.8   -757.29562884 Ry
2.0   -757.31466915 Ry
2.2   -757.32444922 Ry
2.4   -757.32912768 Ry
2.6   -757.33096732 Ry
2.8   -757.33126826 Ry
3.0   -757.33080713 Ry
3.5   -757.32878447 Ry
4.0   -757.32719065 Ry
4.5   -757.32634370 Ry
5.0   -757.32608708 Ry
