1.8    -734.62522492 Ry
2.0    -734.68202262 Ry
2.2    -734.71717865 Ry
2.4    -734.73796514 Ry
2.6    -734.74962283 Ry
2.8    -734.75572863 Ry
3.0    -734.75860786 Ry
3.5    -734.75982612 Ry
4.0    -734.75893745 Ry
4.5    -734.75822483 Ry
5.0    -734.75797380 Ry
