    -732.86065981 Ry
    -733.39890295 Ry
    -733.42959666 Ry
    -733.43882435 Ry
    -733.44206747 Ry
    -733.44546085 Ry
    -733.45022338 Ry
    -733.45609400 Ry
    -733.46186390 Ry
    -733.46692366 Ry
    -733.46844392 Ry
    -733.47179395 Ry
    -733.47249285 Ry
    -733.51522464 Ry
    -733.54087310 Ry
    -733.56522041 Ry
    -733.58608008 Ry
    -733.61560554 Ry
    -733.64179467 Ry
    -733.64951425 Ry
    -733.65164626 Ry
    -733.65459648 Ry
    -733.65682084 Ry
    -733.65816321 Ry
    -733.65946687 Ry
    -733.66048303 Ry
    -733.66154342 Ry
    -733.66297217 Ry
    -733.66451901 Ry
    -733.66529602 Ry
    -733.66558524 Ry
    -733.66575921 Ry
    -733.66583408 Ry
    -733.66588724 Ry
    -733.66591395 Ry
    -733.66593256 Ry
    -733.66595304 Ry
    -733.66597739 Ry
    -733.66600706 Ry
    -733.66603932 Ry
    -733.66606530 Ry
    -733.66608587 Ry
    -733.66610898 Ry
    -733.66613589 Ry
    -733.66617934 Ry
    -733.66624488 Ry
    -733.66634196 Ry
    -733.66644069 Ry
    -733.66638055 Ry
    -733.66647298 Ry
    -733.66664550 Ry
    -733.66670234 Ry
    -733.66672800 Ry
    -733.66676471 Ry
    -733.66680880 Ry
    -733.66683971 Ry
    -733.66685860 Ry
    -733.66688278 Ry
    -733.66689434 Ry
    -733.66691953 Ry
