1.8    -757.31768573 Ry
2.0    -757.32724396 Ry
2.2    -757.33172700 Ry
2.4    -757.33344313 Ry
2.6    -757.33371661 Ry
2.8    -757.33331139 Ry
3.0    -757.33264902 Ry
3.5    -757.33104010 Ry
4.0    -757.33007659 Ry
4.5    -757.32971040 Ry
5.0    -757.32983054 Ry

