    -755.59609843 Ry
    -756.19151626 Ry
    -756.23136846 Ry
    -756.25480008 Ry
    -756.27797605 Ry
    -756.28411631 Ry
    -756.34433041 Ry
    -756.40848155 Ry
    -756.45427934 Ry
    -756.48754736 Ry
    -756.50778026 Ry
    -756.52616900 Ry
    -756.54463881 Ry
    -756.55690859 Ry
    -756.56432023 Ry
    -756.57181639 Ry
    -756.57801019 Ry
    -756.58332505 Ry
    -756.58891265 Ry
    -756.59290579 Ry
    -756.59547296 Ry
    -756.59861133 Ry
    -756.60018822 Ry
    -756.60161873 Ry
    -756.60321497 Ry
    -756.60475355 Ry
    -756.60639899 Ry
    -756.60818657 Ry
    -756.60943735 Ry
    -756.60994371 Ry
    -756.61012325 Ry
    -756.61019991 Ry
    -756.61022402 Ry
    -756.61024610 Ry
    -756.61027222 Ry
    -756.61031270 Ry
    -756.61037393 Ry
    -756.61046171 Ry
    -756.61058248 Ry
    -756.61073838 Ry
    -756.61092597 Ry
    -756.61113394 Ry
    -756.61139088 Ry
    -756.61172874 Ry
    -756.61218355 Ry
    -756.61248845 Ry
    -756.61274312 Ry
    -756.61287186 Ry
    -756.61295585 Ry
    -756.61297426 Ry
