1.8    -734.63097531 Ry
2.0    -734.68277609 Ry
2.2    -734.71508255 Ry
2.4    -734.73396107 Ry
2.6    -734.74434573 Ry
2.8    -734.74963824 Ry
3.0    -734.75202293 Ry
3.5    -734.75274370 Ry
4.0    -734.75176008 Ry
4.5    -734.75103958 Ry
5.0    -734.75078943 Ry
