1.8   -825.88272347 Ry
2.0   -825.88796256 Ry
2.2   -825.88972990 Ry
2.4   -825.89104562 Ry
2.6   -825.89301835 Ry
2.8   -825.89473396 Ry
3.0   -825.89578922 Ry
3.5   -825.89617339 Ry
4.5   -825.89476993 Ry
4.0   -825.89540533 Ry
5.0   -825.89455096 Ry

