1.8    -757.33544682 Ry
2.0    -757.34378959 Ry
2.2    -757.34402297 Ry
2.4    -757.34213660 Ry
2.6    -757.33995936 Ry
2.8    -757.33799549 Ry
3.0    -757.33629622 Ry
3.5    -757.33318112 Ry
4.0    -757.33136174 Ry
4.5    -757.33046000 Ry
5.0    -757.33018830 Ry
