1.8    -825.88272347
2.0    -825.88796256
2.2    -825.88972990
2.4    -825.89104562
2.6    -825.89301835
2.8    -825.89473396
3.0    -825.89578922
3.5    -825.89617339
4.5    -825.89476993
5.0    -825.89455096
