1.8   -757.29975149 Ry
2.0   -757.31873568 Ry
2.2   -757.32851453 Ry
2.4   -757.33319583 Ry
2.6   -757.33503617 Ry
2.8   -757.33533548 Ry
3.0   -757.33487059 Ry
3.5   -757.33283563 Ry
4.0   -757.33123030 Ry
4.5   -757.33037687 Ry
5.0   -757.33011712 Ry

