1.8   -757.31344134 Ry
2.0   -757.32311921 Ry
2.2   -757.32764074 Ry
2.4   -757.32937013 Ry
2.6   -757.32964987 Ry
2.8   -757.32924937 Ry
3.0   -757.32859089 Ry
3.5   -757.32699213 Ry
4.0   -757.32603642 Ry
4.5   -757.32567369 Ry
5.0   -757.32579274 Ry
